object_id,object_guid,task_id,task_guid,wbs_code,task_name,role,ifc_relation
P2_S02-065,1_TYfzMVPTWw4$uiav6QAg,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-066,2$YKdw_HTGsQOiDCCa6g8I,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_S02-067,1uvzxM2v5MPBAktGrQ9Y9j,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-001,3m64OmMfjGNPiNnBM6wcB9,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-002,2N2DTb7$9MtQDkuUWmZZVJ,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-003,2223tC855On8C4DJOXMAb4,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-004,1Y$UmqWWbHePd3AaNu64oU,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-005,1bCFD0MNDGmeTZbv72uOft,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-006,3lbQlQ9L5PzxF9CfV5fscz,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-007,3494JPDYbO9ffLV8cpEcCq,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-008,1qka4H2MHQmgZcr$Wv7MqY,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-009,2NCSPis6zQYPR7qpl_zWSD,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-010,0le66vJSXQSwp_suDFHCJN,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-011,1f_o1rDufVhxlde8Y$Es93,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-012,3C7_j1JBLNIftrCPFEfgqj,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-013,0O9WTXxLbNkRHG3MVkOsH8,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-014,0invy$IxDIxOnUb6CaC_HX,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-015,1MXI1PwuLIifHD3$ftKd7Q,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-016,0dK$Y7nzXIq9bjnqXx4o$6,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-017,1s3bfjxHfOWwZyu8YdOjfg,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-018,3GXVorGNLHmfI6vvmqAnw2,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-019,0iEsXvz0LLf9xvmTZ90clT,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-020,3gf8DQCLDKzuWiKIaIv5Ff,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-021,1qrELowbjKMuaYxPZuRof1,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-022,0wszkpkMjJ2QnmvAFMuvs5,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-023,1$lgYtyVDGlPcqJTd0WJf_,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-024,3EjK6IReLIqee0389T0RiS,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-025,0ld97vuUjNqfxU89NDzJYC,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
P2_Y04-026,1B_7v0fQDL_eLewYpD3tcj,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,OUTPUT,IfcRelAssignsToProduct
ZONE_A,05s0DvC$jRV929XyJ91g6F,A_shrubs,3z0rsh1xfHIhyJPLV9W5WU,PK.50.40.A,관목 식재 / A구역,SCOPE,LCS_WBS.ScopeObjectIds
lawn_A,2TMfXTxhXNLvV7tqJ$0KgI,A_turf,2vCwpNLMPUVeYPeZCgPZF8,PK.50.50.A,평떼 잔디붙임 / A구역,OUTPUT,IfcRelAssignsToProduct
ZONE_A,05s0DvC$jRV929XyJ91g6F,A_turf,2vCwpNLMPUVeYPeZCgPZF8,PK.50.50.A,평떼 잔디붙임 / A구역,SCOPE,LCS_WBS.ScopeObjectIds
green_A,3Rtnkwg4bP8Rx7PpzPFj5M,A_mulch,0qcn$1YPnK4RH8XJ8hOzYX,PK.50.60.A,수목 하부 멀칭 / A구역,OUTPUT,IfcRelAssignsToProduct
ZONE_A,05s0DvC$jRV929XyJ91g6F,A_mulch,0qcn$1YPnK4RH8XJ8hOzYX,PK.50.60.A,수목 하부 멀칭 / A구역,SCOPE,LCS_WBS.ScopeObjectIds
BENCH03,0DO7eAO81PzRAdZDBjckEm,A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,OUTPUT,IfcRelAssignsToProduct
BENCH04,0DcAGz_D9K3vbTlhvIdvjx,A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,OUTPUT,IfcRelAssignsToProduct
BENCH05,1kBOWpIzDQ7fM7xMqFX7sb,A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,OUTPUT,IfcRelAssignsToProduct
ZONE_A,05s0DvC$jRV929XyJ91g6F,A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10.A,벤치 설치 / A구역,SCOPE,LCS_WBS.ScopeObjectIds
BENCH03,0DO7eAO81PzRAdZDBjckEm,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
BENCH04,0DcAGz_D9K3vbTlhvIdvjx,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
BENCH05,1kBOWpIzDQ7fM7xMqFX7sb,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
CHAMBER_A,3gmuPO0wrGOvUL8XzIqdyM,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
CURB_A,1RAc42_8DO$vCGbKZAOVsl,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_D02,02lVwwMzvLIBNFnth4sQVM,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_I04,3VXnKSS4HHDg0dcHjSWwyv,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_I07,3gv7DXWyvUxOSt8FJ_jBfG,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_N02,32fq$v0WDOxPZsBdaKmGKv,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-001,0NOcLDmK1RyxPPku_YxLvo,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-002,2pUS92w95TcRN8FxZC6Yof,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-003,2S35Jn_yHKlfgu77aNwLSO,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-004,389TMcoWHIEBW0hGct0HR1,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-005,1lJgl9NtDH$9x6IJ6ddIjm,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-006,3Cc4KmW_XVrPrfzYR1K5G4,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-007,0rzb2RswjPQeFd7CYSFE8f,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-008,3l3AV1eEzHeuBHUFaFYcdc,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-009,1VOQ1x1_9JoPUFPRbU8s53,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-010,3Uj3o9yqzNPeYVitmK5Vfd,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-011,2e0VzmrqHUvvc7SFUf0epD,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-012,3_9O9H6q9PPgqYf5wFk2v_,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-013,3mKluvyzHGxOUE$H1Cpzgk,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-014,1vzNIh6RvSUgetsWoedXlG,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-015,1JXzoiQubQox9fxIN3wiXz,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-016,2$_yfp4JzNGPUVHrfXtTmE,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-017,20A6phFRHS1xAG_Blm5BKx,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-018,1ewi3oDerSCQlcciN_MjN8,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-019,3pH_owQJzU9OnhVDeJowdf,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-020,3jr$ki6TTNPfLiWWseG7UI,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-021,1I7iduzYTSOPl8fx_RCCb8,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-022,1T87eT6F1I_x6ntrAvvkJW,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-023,1GEAIBrLTLSBDG949FaBgK,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-024,3L66KKSsjGTOIx$9D080Qj,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-025,1rSoEKOrrLjuNJASoUyFow,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-026,0BzQ9BbffTyBTLA9XolhG9,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-027,2a4oM_B1jVRvQEICrE13ac,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-028,2MZHCh7srU$90y796R7mKN,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-029,03LXHLDYrLZgRBgt0B5ug8,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-030,1zL4l49J9PqRnIo1mhZOOI,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-031,0OqzYadAPSUAYA3yEYUJ1M,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-032,3wMGywESHNDOQ1KiHQj481,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-033,3Of1Dvci5RLQ9IA5Gub4d3,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-034,1_3C2MWYLMn9MPKc_h9ZV9,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-035,1FXdfD74LKYB5fvlt5e0TW,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-036,1TK0P9WcnSbwTGrPPbGgaT,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R02-037,3HrU74XFTHphBe9TQaaRrP,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-008,0_ERlnnBfTDugZu$_L5QH$,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-009,1xDoz_yXjL7fGebA$X1Mq6,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-010,3vTIejixPK0QGzLwgJA9jH,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-011,1Gqbl1DU1HBxjzgQFLCsVo,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-012,3_4rXW_WvMhA6vZbL76WHI,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-025,3nom9bvF1VNQKxr_QQYPI1,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-026,0Cg5b1nUfVRQcKkVIzzAPx,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-027,25WLYHTdTNyxkcAqy$fbD4,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-028,2PLxBply9KcOtdO1hX5oet,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-029,3tYXHHz8zRdxBX6lxUJXtn,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-030,0XlZJjA8PSgOza8AGPadFA,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-031,25Y8LQHT1UnwKrO$MjbEhf,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-032,2fqQlDxPXLX8$nGBlQy0FG,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-033,2ApB9owwvJe8iIfnbf6XiL,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-034,0uWUEIc3bQbRZQLXAv0BCt,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-035,0gE7XTeg9UCxRk_sNFRYtD,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-036,3sY0mVJSPGgO69v7FzOThX,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-050,1GQy9jbA5Hfvw84RizJSvr,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-051,3McPgNNGTLWwMKmiojwCAc,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-052,1NhboNSMHNZREObV6p7jEI,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-053,3Gome6L9HKgAgo9v5vrpIS,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-054,1_w6_PJnjG$v9AnZsg1v45,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-055,0_YUKAHXXNZgGusAaO1og0,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-056,2fEXNEBs5O5eq2DqlXkZ3O,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-057,1fLVLTL9TNkQ6fPpeq3rJG,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-058,37lmDcfN9KxxN6PMVtAwnL,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-059,21WcP9kBDGUAiX4XY72gQW,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-060,1tDUGA34jOxQ2ipe9qgJzg,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-072,1Xw_sB2F9Ox8swOnwvswjy,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-073,1V3l36eAbHpAONorOuojvD,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-074,0E8DIS$OHUpuGgKYjL2wn3,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-075,0dniKJ6ZfK$BtSWr73Ikh8,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_R03-076,37i7SM67DHZOHxfS8VJftR,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-005,20Ge7Cs45Ri8Awst2jO2k4,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-006,1zRHdBPA5SRx9sM50AKOSb,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-007,0AC98q_yjOThIyGA7TzIYB,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-008,39iEr0cZ1Vbg8aSsv5LOfu,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-009,35Ckl215zN2gr9Q0oLxY8w,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-010,2yQb1ROo5HtPZN_oqN$W0J,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-011,0yZieefDDHR8s2HdaxaVJ5,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-012,3MOWxa2snIRQu4mW7px2fp,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-013,0BKp8d_$jQJ9P4PUJrQ$62,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-014,1ctuk0YKDMXQK0YicJqST$,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-026,2g2fIIdDvIIPBQN8huBwlx,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-027,2ZLwja9kXJ9OPL9DCsiTr6,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-028,2gHpCQmZ1M5OPsaz73qpyJ,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-029,2Y5RAR_DPNRgQ_v22ZQuNp,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-030,30OZHPOu9Giup5ajdLOBsf,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-031,1XzgWvbV5TzOObVbwlpUrh,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-032,2FBB4m$9nJBvlCXxm4sySD,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-033,29aUJ7y1nMchP7IO1V5jf$,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-034,3XSfoBALrT4ugeTvZazjQs,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-035,3ucbViVAXLghcv33Tl7Kx9,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-036,3fq$_8HhLH5gTGYoGdxQHN,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
P2_S02-037,1ea8QHOZnJVhF8Z01T93b4,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,INPUT,IfcRelAssignsToProcess
